run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,typed_exec_latency_ms,agent_latency_ms,dataset,complexity,query_type,total_tokens
2,REACT_ONLY,7,0.0,llm_judge_score,22.01482915878296,0.0003955499999999,491,134,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,625
2,REACT_ONLY,8,0.0,llm_judge_score,15.507591962814333,0.00037281,502,97,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,599
2,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,7.95345401763916,0.00027858,432,30,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,462
2,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,12.723427057266235,0.00027128,429,23,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,452
2,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,62.396610260009766,0.00026773,427,20,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,447
2,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,9.766828060150146,0.0002858899999999,431,40,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,471
2,REACT_ONLY,13,1.0,llm_judge_score,37.68923592567444,0.00055404,611,245,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,856
2,REACT_ONLY,14,0.0,llm_judge_score,60.00795388221741,0.00045502,482,216,False,False,,timeout,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,698
2,REACT_ONLY,15,1.0,llm_judge_score,16.931540966033936,0.00054419,601,240,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,841
2,REACT_ONLY,16,0.0,llm_judge_score,38.49399971961975,0.00055843,593,264,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,857
3,REACT_ONLY,1,1.0,llm_judge_score,17.1617488861084,0.00033054,504,42,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,direct,direct,546
3,REACT_ONLY,2,1.0,llm_judge_score,14.218180179595947,0.00033055,500,45,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,direct,direct,545
3,REACT_ONLY,3,1.0,llm_judge_score,14.003468990325928,0.0003331,507,43,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,direct,direct,550
3,REACT_ONLY,4,1.0,llm_judge_score,22.196324825286865,0.0003506999999999,498,72,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,direct,direct,570
3,REACT_ONLY,5,1.0,llm_judge_score,68.88881301879883,0.0003291899999999,491,50,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,541
3,REACT_ONLY,6,1.0,llm_judge_score,22.889406204223633,0.0003236799999999,483,49,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,532
3,REACT_ONLY,7,1.0,llm_judge_score,67.8491280078888,0.00041312,494,154,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,648
3,REACT_ONLY,8,1.0,llm_judge_score,19.664432287216187,0.0003840199999999,521,97,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,intermediate,reasoning,618
3,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,11.298380851745604,0.0002945799999999,431,51,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,482
3,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,8.705542087554932,0.00027997,429,34,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,463
3,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,13.737046003341677,0.00026832,428,20,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,448
3,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,8.170719861984253,0.00029631,450,39,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,out_of_scope,oos,489
3,REACT_ONLY,13,1.0,llm_judge_score,17.102397918701172,0.00055068,612,240,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,852
3,REACT_ONLY,14,1.0,llm_judge_score,95.86004614830016,0.00056505,631,244,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,875
3,REACT_ONLY,15,1.0,llm_judge_score,23.537121057510376,0.00056108,639,233,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,872
3,REACT_ONLY,16,1.0,llm_judge_score,22.028462171554565,0.0005685,594,276,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mit_ecg,predictive,oos,870
1,REACT_ONLY,1,1.0,llm_judge_score,5.102001905441284,0.00061683,1012,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1037
1,REACT_ONLY,2,1.0,llm_judge_score,60.86694884300232,0.00060739,996,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1021
1,REACT_ONLY,3,1.0,llm_judge_score,21.135432958602905,0.0009310699999999,1242,251,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1493
1,REACT_ONLY,4,1.0,llm_judge_score,5.032982110977173,0.0006278699999999,1020,33,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1053
1,REACT_ONLY,5,1.0,llm_judge_score,7.525895833969116,0.00072381,1038,141,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1179
1,REACT_ONLY,6,1.0,llm_judge_score,10.97482705116272,0.0006781199999999,1065,63,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1128
1,REACT_ONLY,7,1.0,llm_judge_score,13.985826015472412,0.00072518,1043,139,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1182
1,REACT_ONLY,8,1.0,llm_judge_score,11.760030031204224,0.0007145499999999,1029,136,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1165
1,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,2.263813018798828,0.00057277,940,23,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,963
1,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,1.4261157512664795,0.00058793,959,28,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,987
1,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,1.807382106781006,0.00058502,938,40,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,978
1,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,2.3414969444274902,0.0005856,943,37,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,980
1,REACT_ONLY,13,1.0,llm_judge_score,14.017798900604248,0.00096029,1088,403,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1491
1,REACT_ONLY,14,0.0,llm_judge_score,5.899195909500122,0.00096301,1106,393,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1499
1,REACT_ONLY,15,1.0,llm_judge_score,12.606988906860352,0.0009604199999999,1115,383,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1498
1,REACT_ONLY,16,1.0,llm_judge_score,16.264740228652954,0.00097742,1109,409,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1518
2,REACT_ONLY,1,1.0,llm_judge_score,4.863752365112305,0.00061683,1012,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1037
2,REACT_ONLY,2,1.0,llm_judge_score,6.9492738246917725,0.0006185999999999,1015,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1040
2,REACT_ONLY,3,1.0,llm_judge_score,8.074912071228027,0.00095793,1242,285,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1527
2,REACT_ONLY,4,1.0,llm_judge_score,4.593372821807861,0.00063908,1039,33,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1072
2,REACT_ONLY,5,1.0,llm_judge_score,7.359418153762817,0.0007277599999999,1038,146,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1184
2,REACT_ONLY,6,1.0,llm_judge_score,5.921732187271118,0.0007011799999999,1084,78,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1162
2,REACT_ONLY,7,1.0,llm_judge_score,16.802769899368286,0.00072602,1023,155,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1178
2,REACT_ONLY,8,1.0,llm_judge_score,14.905420064926147,0.00072403,1029,148,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1177
2,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,1.5712602138519287,0.00057652,941,27,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,968
2,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,2.1199398040771484,0.00057672,940,28,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,968
2,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,1.9133250713348389,0.00058502,938,40,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,978
2,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,1.3987460136413574,0.0005861899999999,944,37,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,981
2,REACT_ONLY,13,1.0,llm_judge_score,17.393810272216797,0.0009715,1107,403,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1510
2,REACT_ONLY,14,1.0,llm_judge_score,6.670371770858765,0.00096755,1107,398,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1505
2,REACT_ONLY,15,1.0,llm_judge_score,8.86217713356018,0.00094896,1117,367,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1484
2,REACT_ONLY,16,1.0,llm_judge_score,68.17823815345764,0.00098848,1109,423,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1532
3,REACT_ONLY,1,1.0,llm_judge_score,4.860690355300903,0.0006168299999999,1012,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1037
3,REACT_ONLY,2,1.0,llm_judge_score,11.124463081359863,0.00060739,996,25,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1021
3,REACT_ONLY,3,0.0,llm_judge_score,10.75399112701416,0.000992,1281,299,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1580
3,REACT_ONLY,4,1.0,llm_judge_score,4.826136112213135,0.0006166599999999,1001,33,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,direct,direct,1034
3,REACT_ONLY,5,1.0,llm_judge_score,7.375053882598877,0.0007206499999999,1038,137,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1175
3,REACT_ONLY,6,1.0,llm_judge_score,9.97282886505127,0.00069295,1058,87,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1145
3,REACT_ONLY,7,1.0,llm_judge_score,15.74433207511902,0.00071397,1024,139,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1163
3,REACT_ONLY,8,1.0,llm_judge_score,15.398022174835203,0.00072403,1029,148,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,intermediate,reasoning,1177
3,REACT_ONLY,9,1.0,guardrail_skip_expected_rejection,2.0719189643859863,0.00057198,940,22,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,962
3,REACT_ONLY,10,1.0,guardrail_skip_expected_rejection,1.1425888538360596,0.00057672,940,28,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,968
3,REACT_ONLY,11,1.0,guardrail_skip_expected_rejection,1.5570218563079834,0.00058502,938,40,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,978
3,REACT_ONLY,12,1.0,guardrail_skip_expected_rejection,1.2285220623016355,0.0005861899999999,944,37,False,True,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,out_of_scope,oos,981
3,REACT_ONLY,13,1.0,llm_judge_score,12.077826976776125,0.0009795499999999,1126,399,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1525
3,REACT_ONLY,14,1.0,llm_judge_score,12.490401983261108,0.0009637999999999,1106,394,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1500
3,REACT_ONLY,15,1.0,llm_judge_score,15.95868706703186,0.00093637,1097,366,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1463
3,REACT_ONLY,16,1.0,llm_judge_score,10.9464750289917,0.00096917,1091,412,True,False,,react_agent,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bus,predictive,oos,1503
